"","Layer","Participant","Start","End","Duration","Name"
"876","Body","M0504",522.551,526.23,3.67899999999997,"gesture"
"877","Body","M0504",530.419,531.018,0.599000000000046,"gesture"
"878","Body","M0504",531.018,532.786,1.76799999999992,"gesture"
"879","Body","M0504",532.786,534.446,1.66000000000008,"gesture"
"880","Body","M0504",534.446,537.472,3.02599999999995,"gesture"
"881","Body","M0504",629.207,629.608,0.400999999999954,"gesture"
"882","Body","M0504",631.464,631.931,0.466999999999985,"gesture"
"883","Body","M0504",632.58,633.39,0.809999999999945,"gesture"
"884","Body","M0504",634.428,635.529,1.101,"gesture"
"885","Body","M0504",635.529,637.772,2.24300000000005,"gesture"
"886","Body","M0504",639.282,640.006,0.723999999999933,"gesture"
"887","Body","M0504",640.006,640.393,0.387000000000057,"gesture"
"888","Body","M0504",641.953,643.892,1.93900000000008,"gesture"
"889","Body","M0504",646.355,647.356,1.00099999999998,"gesture"
"890","Legs","M0504",338.167,339.371,1.20400000000001,"gesture"
"891","Legs","M0504",339.371,341.13,1.75900000000001,"gesture"
"892","Legs","M0504",346.697,349,2.303,"gesture"
"893","Legs","M0504",349,349.807,0.807000000000016,"gesture"
"894","Legs","M0504",349.807,352.36,2.553,"ps"
"895","Legs","M0504",360.545,360.687,0.141999999999996,"gesture"
"896","Legs","M0504",376.765,379.215,2.44999999999999,"gesture"
"897","Legs","M0504",436.874,445.771,8.89699999999999,"gesture"
"898","Legs","M0504",447.906,448.569,0.663000000000011,"gesture"
"899","Legs","M0504",451.092,452.421,1.32900000000001,"gesture"
"900","Legs","M0504",455.536,456.88,1.34399999999999,"gesture"
"901","Legs","M0504",515.36,518.884,3.524,"gesture"
"902","Legs","M0504",518.884,521.587,2.70299999999997,"gesture"
"903","Legs","M0504",522.82,526.468,3.64799999999991,"gesture"
"904","Legs","M0504",527.313,529.233,1.91999999999996,"ps"
"905","Legs","M0504",531.568,533.963,2.39499999999998,"gesture"
"906","Legs","M0504",534.696,536.063,1.36699999999996,"gesture"
"907","Legs","M0504",622.685,624.75,2.06500000000005,"gesture"
"908","Legs","M0504",625.549,635.292,9.74300000000005,"gesture"
"909","Legs","M0504",635.292,636.729,1.43700000000001,"gesture"
"910","Legs","M0504",638.782,639.386,0.603999999999928,"gesture"
"911","Legs","M0504",714.775,717.273,2.49800000000005,"gesture"
"912","Legs","M0504",717.273,720.579,3.30599999999993,"gesture"
"913","Eyes","M0504",340.834,345.789,4.95499999999998,"op"
"914","Eyes","M0504",347.005,358.266,11.261,"op"
"915","Eyes","M0504",359.684,359.85,0.165999999999997,"op"
"916","Eyes","M0504",426.055,428.38,2.32499999999999,"op"
"917","Eyes","M0504",428.846,434.833,5.98700000000002,"op"
"918","Eyes","M0504",436.962,437.585,0.62299999999999,"op"
"919","Eyes","M0504",441.022,447.18,6.15800000000002,"op"
"920","Eyes","M0504",447.645,450.164,2.51900000000001,"op"
"921","Eyes","M0504",450.966,452.432,1.46600000000001,"op"
"922","Eyes","M0504",455.869,457.622,1.75299999999999,"op "
"923","Eyes","M0504",458.917,460.851,1.93400000000003,"op"
"924","Eyes","M0504",505.53,510.465,4.935,"op"
"925","Eyes","M0504",511.365,521.525,10.16,"op "
"926","Eyes","M0504",524.344,526.174,1.82999999999993,"op"
"927","Eyes","M0504",526.705,527.963,1.25799999999992,"op"
"928","Eyes","M0504",531.573,534.598,3.02499999999998,"op"
"929","Eyes","M0504",614.949,617.946,2.99700000000007,"op"
"930","Eyes","M0504",619.455,621.081,1.62599999999998,"op"
"931","Eyes","M0504",623.25,625.449,2.19899999999996,"op"
"932","Eyes","M0504",625.949,629.122,3.173,"op"
"933","Eyes","M0504",629.456,632.19,2.73400000000004,"op"
"934","Eyes","M0504",634.164,638.595,4.43100000000004,"op"
"935","Eyes","M0504",639.23,639.613,0.383000000000038,"op"
"936","Eyes","M0504",642.655,645.36,2.70500000000004,"op"
"937","Eyes","M0504",710.694,717.633,6.93900000000008,"op"
"938","EyesOp","M0504",344.771,345.419,0.647999999999968,"op"
"939","EyesOp","M0504",346.894,347.188,0.293999999999983,"op"
"940","EyesOp","M0504",358.514,360.257,1.74299999999999,"op"
"941","EyesOp","M0504",361.998,364.136,2.13800000000003,"op"
"942","EyesOp","M0504",368.843,374.316,5.47299999999996,"op"
"943","EyesOp","M0504",374.985,375.926,0.940999999999974,"op"
"944","EyesOp","M0504",427.079,428.377,1.298,"op"
"945","EyesOp","M0504",434.109,437.243,3.13400000000001,"op"
"946","EyesOp","M0504",445.627,448.187,2.56,"op"
"947","EyesOp","M0504",451.165,455.069,3.904,"op"
"948","EyesOp","M0504",456.825,457.386,0.561000000000035,"op"
"949","EyesOp","M0504",459.439,460.24,0.800999999999988,"op"
"950","EyesOp","M0504",505.621,506.889,1.26800000000003,"op"
"951","EyesOp","M0504",507.808,509.218,1.41000000000003,"op"
"952","EyesOp","M0504",511.562,512.76,1.19799999999998,"op"
"953","EyesOp","M0504",514.5,514.7,0.200000000000045,"op"
"954","EyesOp","M0504",515.129,518.141,3.01199999999994,"op"
"955","EyesOp","M0504",519.409,524.221,4.81200000000001,"op"
"956","EyesOp","M0504",525.616,530.713,5.09699999999998,"op"
"957","EyesOp","M0504",531.247,531.713,0.466000000000008,"op"
"958","EyesOp","M0504",619.029,619.643,0.614000000000033,"op"
"959","EyesOp","M0504",620.309,621.335,1.02600000000007,"op"
"960","EyesOp","M0504",625.378,626.078,0.699999999999932,"op"
"961","EyesOp","M0504",630.906,632.182,1.27600000000007,"op"
"962","EyesOp","M0504",633.042,634.636,1.59399999999994,"op"
"963","EyesOp","M0504",635.623,636.814,1.19099999999992,"op"
"964","EyesOp","M0504",638.077,639.37,1.29300000000001,"op"
"965","EyesOp","M0504",642.534,642.954,0.419999999999959,"op"
"966","EyesOp","M0504",643.887,644.185,0.298000000000002,"op"
"967","EyesOp","M0504",712.308,713.154,0.846000000000004,"op"
"968","EyesOp","M0504",715.813,717.049,1.23599999999999,"op"
"969","EDUop","M0504",338.329,339.56,1.23099999999999,"(неразб.)"
"970","EDUop","M0504",341.482,344.285,2.803,"(ам) ... необычный человек"
"971","EDUop","M0504",344.285,346.362,2.077,"(э) ещё *смех* "
"972","EDUop","M0504",347.273,348.076,0.802999999999997,"нет (э) "
"973","EDUop","M0504",348.076,349.098,1.02199999999999,"сложное слово"
"974","EDUop","M0504",349.625,349.999,0.374000000000024,"(эм)"
"975","EDUop","M0504",353.307,355.373,2.06599999999997,"(э) как приставка (эм)"
"976","EDUop","M0504",355.687,356.544,0.856999999999971,"а нет щас подожди"
"977","EDUop","M0504",356.714,357.362,0.648000000000025,"круг есть "
"978","EDUop","M0504",357.362,357.922,0.560000000000002,"и у него=="
"979","EDUop","M0504",359.197,359.82,0.62299999999999,"посередине"
"980","EDUop","M0504",362.416,363.348,0.932000000000016,"посередине круга что"
"981","EDUop","M0504",365.56,367.032,1.47199999999998,"ну ну я поняла уже так"
"982","EDUop","M0504",367.394,367.889,0.495000000000005,"ну я поняла"
"983","EDUop","M0504",367.889,369.23,1.34100000000001,"(неразб.)"
"984","EDUop","M0504",374.829,375.796,0.966999999999985,"ну да да да да"
"985","EDUop","M0504",376.231,376.648,0.41700000000003,"всё"
"986","EDUop","M0504",376.648,377.073,0.424999999999955,"окей"
"987","EDUop","M0504",426.885,427.131,0.245999999999981,"э=="
"988","EDUop","M0504",427.803,428.213,0.410000000000025,"да"
"989","EDUop","M0504",428.213,429.937,1.72399999999999,"(э) это вот в середине"
"990","EDUop","M0504",429.966,430.398,0.432000000000016,"а (м)"
"991","EDUop","M0504",431.05,432.307,1.25700000000001,"тц если человек"
"992","EDUop","M0504",432.307,433.624,1.31700000000001,"вот прям вот на него смотришь"
"993","EDUop","M0504",433.624,435.082,1.45799999999997,"он в разноцветных шмотках"
"994","EDUop","M0504",435.082,436.917,1.83499999999998,"он такой весь из себя *вдох*"
"995","EDUop","M0504",438.141,438.686,0.544999999999959,"есть"
"996","EDUop","M0504",438.737,439.413,0.675999999999988,"да да да"
"997","EDUop","M0504",440.917,441.851,0.934000000000026,"(пф)"
"998","EDUop","M0504",442.999,444.737,1.738,"*вздох* *смех*"
"999","EDUop","M0504",445.335,445.561,0.225999999999999,"а "
"1000","EDUop","M0504",445.561,446.825,1.26400000000001,"корову как могут называть"
"1001","EDUop","M0504",447.245,447.802,0.557000000000016,"(э)"
"1002","EDUop","M0504",448.032,448.409,0.37700000000001,"нет"
"1003","EDUop","M0504",448.409,449.73,1.32100000000003,"а вот если кличка"
"1004","EDUop","M0504",449.73,450.64,0.909999999999968,"знаешь такая ну"
"1005","EDUop","M0504",450.753,451.409,0.656000000000006,"или кошку"
"1006","EDUop","M0504",451.409,451.9,0.490999999999985,"кошка "
"1007","EDUop","M0504",451.901,452.704,0.802999999999997,"кошка и=="
"1008","EDUop","M0504",453.524,455.605,2.08100000000002,"*смех* "
"1009","EDUop","M0504",455.825,456.343,0.518000000000029,"ну кошка"
"1010","EDUop","M0504",456.343,457.524,1.18099999999998,"вот к= кошка что делает"
"1011","EDUop","M0504",505.376,506.603,1.22700000000003,"(э) что делает кошка"
"1012","EDUop","M0504",506.605,506.884,0.278999999999996,"ещё"
"1013","EDUop","M0504",506.884,508.294,1.40999999999997,"а когда вот она довольна"
"1014","EDUop","M0504",508.638,508.949,0.311000000000035,"(неразб.)"
"1015","EDUop","M0504",509.098,509.729,0.630999999999972,"(э) да"
"1016","EDUop","M0504",509.729,510.049,0.319999999999993,"но=="
"1017","EDUop","M0504",510.049,513.707,3.65800000000002,"*смех*"
"1018","EDUop","M0504",515.589,516.9,1.31099999999992,"но только с=="
"1019","EDUop","M0504",517.491,518.032,0.541000000000054,"с=="
"1020","EDUop","M0504",518.13,518.999,0.869000000000028,"что с кото=="
"1021","EDUop","M0504",518.999,519.655,0.655999999999949,"с ко=="
"1022","EDUop","M0504",520.264,521.073,0.808999999999969,"что делает кошка"
"1023","EDUop","M0504",521.073,521.573,0.5,"ещё раз"
"1024","EDUop","M0504",522.932,525.557,2.625,"*смех*"
"1025","EDUop","M0504",525.557,526.524,0.966999999999985,"когда довольна"
"1026","EDUop","M0504",527.49,527.933,0.442999999999984,"ну"
"1027","EDUop","M0504",528.337,529.147,0.810000000000059,"и бурёнка"
"1028","EDUop","M0504",529.147,529.515,0.367999999999938,"*смех*"
"1029","EDUop","M0504",615.802,618.704,2.90199999999993,"(а) м= муку просеивают через что"
"1030","EDUop","M0504",620.114,620.967,0.852999999999952,"только м= маленькое"
"1031","EDUop","M0504",621.74,622.065,0.325000000000045,"угу"
"1032","EDUop","M0504",622.9,624.491,1.59100000000001,"(а) старое слово"
"1033","EDUop","M0504",624.491,625.999,1.50800000000004,"(э) вышедшее из (э)"
"1034","EDUop","M0504",626.86,628.021,1.16099999999994,"ой блин подожди"
"1035","EDUop","M0504",628.021,629.18,1.15899999999999,"я неправильно прочитала "
"1036","EDUop","M0504",629.18,630.416,1.2360000000001," *смех* "
"1037","EDUop","M0504",630.416,632.168,1.75199999999995,"когда люди правят"
"1038","EDUop","M0504",632.373,632.574,0.200999999999908,"сори"
"1039","EDUop","M0504",634.195,635.31,1.1149999999999,"(а) нет когда=="
"1040","EDUop","M0504",635.44,635.749,0.308999999999969,"да"
"1041","EDUop","M0504",635.749,635.949,0.199999999999932,"но=="
"1042","EDUop","M0504",635.95,636.523,0.572999999999979,"не-не-не"
"1043","EDUop","M0504",636.523,638.409,1.88599999999997,"когда без власти"
"1044","EDUop","M0504",638.409,639.438,1.029,"безвластие"
"1045","EDUop","M0504",639.441,639.767,0.326000000000022,"да угу"
"1046","EDUop","M0504",640.974,641.541,0.567000000000007,"(неразб.) *смех*"
"1047","EDUop","M0504",641.541,643.232,1.69099999999992,"*смех*"
"1048","EDUop","M0504",643.475,644.655,1.17999999999995,"(а) мы варим"
"1049","EDUop","M0504",646.007,646.315,0.308000000000106,"нет"
"1050","EDUop","M0504",711.08,713.29,2.20999999999992,"варим мы с картошкой мака= макаронами"
"1051","EDUop","M0504",713.29,713.891,0.600999999999999,"что называется"
"1052","EDUop","M0504",713.891,714.442,0.551000000000045,"на бульоне"
"1053","EDUop","M0504",715.39,716.573,1.18299999999999,"а тарелка специальная"
"1054","PausesOp","M0504",339.56,341.482,1.92200000000003,"mute"
"1055","PausesOp","M0504",341.482,342.085,0.602999999999952,"voiced"
"1056","PausesOp","M0504",342.085,342.751,0.665999999999997,"mute"
"1057","PausesOp","M0504",344.285,344.672,0.387,"voiced"
"1058","PausesOp","M0504",345.4,346.005,0.605000000000018,"mute"
"1059","PausesOp","M0504",346.362,347.27,0.907999999999959,"mute"
"1060","PausesOp","M0504",347.65,348.076,0.426000000000045,"voiced"
"1061","PausesOp","M0504",349.098,349.62,0.521999999999991,"mute"
"1062","PausesOp","M0504",349.625,349.999,0.374000000000024,"voiced"
"1063","PausesOp","M0504",349.999,353.303,3.30399999999997,"mute"
"1064","PausesOp","M0504",353.303,353.81,0.507000000000005,"voiced"
"1065","PausesOp","M0504",354.866,355.37,0.504000000000019,"voiced"
"1066","PausesOp","M0504",355.37,355.688,0.317999999999984,"mute"
"1067","PausesOp","M0504",356.544,356.71,0.165999999999997,"mute"
"1068","PausesOp","M0504",357.92,359.19,1.26999999999998,"mute"
"1069","PausesOp","M0504",359.82,362.41,2.59000000000003,"mute"
"1070","PausesOp","M0504",363.348,365.568,2.21999999999997,"mute"
"1071","PausesOp","M0504",367.038,367.39,0.351999999999975,"mute"
"1072","PausesOp","M0504",369.23,374.82,5.58999999999997,"mute"
"1073","PausesOp","M0504",375.798,376.231,0.432999999999993,"mute"
"1074","PausesOp","M0504",426.505,426.885,0.379999999999995,"mute"
"1075","PausesOp","M0504",426.885,427.131,0.245999999999981,"voiced"
"1076","PausesOp","M0504",427.131,427.8,0.66900000000004,"mute"
"1077","PausesOp","M0504",428.21,428.948,0.738,"voiced"
"1078","PausesOp","M0504",429.966,430.398,0.432000000000016,"voiced"
"1079","PausesOp","M0504",430.398,431.05,0.651999999999987,"mute"
"1080","PausesOp","M0504",431.535,431.89,0.354999999999961,"voiced"
"1081","PausesOp","M0504",436.915,438.141,1.226,"mute"
"1082","PausesOp","M0504",438.686,438.735,0.049000000000035,"mute"
"1083","PausesOp","M0504",439.413,440.915,1.50200000000001,"mute"
"1084","PausesOp","M0504",441.851,442.995,1.14400000000001,"mute"
"1085","PausesOp","M0504",444.737,445.335,0.597999999999956,"mute"
"1086","PausesOp","M0504",446.825,447.245,0.420000000000016,"mute"
"1087","PausesOp","M0504",447.245,447.802,0.557000000000016,"voiced"
"1088","PausesOp","M0504",447.802,448.03,0.227999999999952,"mute"
"1089","PausesOp","M0504",450.64,450.75,0.110000000000014,"mute"
"1090","PausesOp","M0504",452.704,453.52,0.815999999999974,"mute"
"1091","PausesOp","M0504",455.605,455.825,0.21999999999997,"mute"
"1092","PausesOp","M0504",457.524,462.541,5.017,"mute"
"1093","PausesOp","M0504",505.376,505.557,0.18100000000004,"voiced"
"1094","PausesOp","M0504",508.292,508.64,0.348000000000013,"mute"
"1095","PausesOp","M0504",508.949,509.098,0.149000000000001,"mute"
"1096","PausesOp","M0504",509.098,509.432,0.334000000000003,"voiced"
"1097","PausesOp","M0504",510.366,511.716,1.35000000000002,"mute"
"1098","PausesOp","M0504",512.286,515.582,3.29600000000005,"mute"
"1099","PausesOp","M0504",516.9,517.483,0.58299999999997,"mute"
"1100","PausesOp","M0504",518.032,518.132,0.0999999999999091,"mute"
"1101","PausesOp","M0504",519.658,520.264,0.605999999999995,"mute"
"1102","PausesOp","M0504",521.566,522.932,1.36599999999999,"mute"
"1103","PausesOp","M0504",526.524,527.491,0.966999999999985,"mute"
"1104","PausesOp","M0504",527.932,528.337,0.404999999999973,"mute"
"1105","PausesOp","M0504",529.515,535.841,6.32600000000002,"mute"
"1106","PausesOp","M0504",614.933,615.807,0.874000000000024,"mute"
"1107","PausesOp","M0504",615.807,616.332,0.524999999999977,"voiced"
"1108","PausesOp","M0504",616.698,617.04,0.341999999999985,"mute"
"1109","PausesOp","M0504",618.704,620.109,1.40500000000009,"mute"
"1110","PausesOp","M0504",620.967,621.74,0.773000000000025,"mute"
"1111","PausesOp","M0504",622.065,622.907,0.841999999999985,"mute"
"1112","PausesOp","M0504",622.907,623.215,0.307999999999993,"voiced"
"1113","PausesOp","M0504",625.598,625.992,0.394000000000005,"voiced"
"1114","PausesOp","M0504",625.992,626.864,0.872000000000071,"mute"
"1115","PausesOp","M0504",632.166,632.373,0.206999999999994,"mute"
"1116","PausesOp","M0504",632.573,634.195,1.62200000000007,"mute"
"1117","PausesOp","M0504",634.195,634.491,0.295999999999935,"voiced"
"1118","PausesOp","M0504",635.31,635.44,0.130000000000109,"mute"
"1119","PausesOp","M0504",637.182,637.473,0.29099999999994,"mute"
"1120","PausesOp","M0504",637.473,637.832,0.359000000000037,"voiced"
"1121","PausesOp","M0504",639.773,640.973,1.19999999999993,"mute"
"1122","PausesOp","M0504",643.233,643.483,0.25,"mute"
"1123","PausesOp","M0504",643.483,643.949,0.466000000000008,"voiced"
"1124","PausesOp","M0504",644.658,646.007,1.34899999999993,"mute"
"1125","PausesOp","M0504",646.315,647.049,0.733999999999924,"mute"
"1126","PausesOp","M0504",710.916,711.08,0.163999999999987,"mute"
"1127","PausesOp","M0504",714.442,715.39,0.947999999999979,"mute"
"1128","PausesOp","M0504",716.573,717.94,1.36700000000008,"mute"
"1129","Turns","D0106",325.465,336.978,11.513,"T1"
"1130","Turns","D0106",373.476,408.13,34.654,"T2"
"1131","Turns","D0106",441.771,474.276,32.505,"T3"
"1132","Turns","D0106",516.593,549.506,32.913,"T4"
"1133","Turns","D0106",588.435,622.097,33.662,"T5"
"1134","Brows","D0106",335.993,337.691,1.69799999999998,"gesture"
"1135","Brows","D0106",375.082,376.558,1.476,"gesture"
"1136","Brows","D0106",381.594,382.393,0.798999999999978,"gesture"
"1137","Brows","D0106",400.66,402.458,1.798,"gesture"
"1138","Brows","D0106",450.292,450.972,0.680000000000007,"gesture"
"1139","Brows","D0106",451.239,451.974,0.735000000000014,"gesture"
"1140","Brows","D0106",523.527,525.091,1.56399999999996,"gesture"
"1141","Brows","D0106",526.315,528.514,2.19899999999996,"gesture"
"1142","Brows","D0106",531.372,533.428,2.05600000000004,"gesture"
"1143","Brows","D0106",547.648,548.847,1.19899999999996,"gesture"
"1144","Brows","D0106",548.847,549.991,1.14400000000001,"gesture"
"1145","Brows","D0106",613.47,614.445,0.975000000000023,"gesture"
"1146","Brows","D0106",616.339,620.233,3.89399999999989,"gesture"
"1147","Lips","D0106",323.48,330.308,6.82799999999997,"gesture"
"1148","Lips","D0106",331.122,336.03,4.90799999999996,"gesture"
"1149","Lips","D0106",336.03,337.681,1.65100000000001,"gesture"
"1150","Lips","D0106",376.262,380.488,4.226,"gesture"
"1151","Lips","D0106",382.804,387.21,4.40600000000001,"gesture"
"1152","Lips","D0106",387.21,409.887,22.677,"gesture"
"1153","Lips","D0106",442.708,447.8,5.09199999999998,"gesture"
"1154","Lips","D0106",447.8,451.035,3.23500000000001,"gesture"
"1155","Lips","D0106",451.035,452.011,0.975999999999999,"gesture"
"1156","Lips","D0106",468.073,469.421,1.34800000000001,"gesture"
"1157","Lips","D0106",471.673,472.652,0.978999999999985,"gesture"
"1158","Lips","D0106",472.652,475.245,2.59300000000002,"gesture"
"1159","Lips","D0106",521.27,523.533,2.26300000000003,"gesture"
"1160","Lips","D0106",523.533,524.854,1.32100000000003,"gesture"
"1161","Lips","D0106",526.482,529.317,2.83500000000004,"gesture"
"1162","Lips","D0106",531.374,533.141,1.76699999999994,"gesture"
"1163","Lips","D0106",533.141,538.263,5.12200000000007,"gesture"
"1164","Lips","D0106",538.263,547.641,9.37799999999993,"gesture"
"1165","Lips","D0106",548.24,549.348,1.10799999999995,"gesture"
"1166","Lips","D0106",549.348,554.257,4.90899999999999,"gesture"
"1167","Lips","D0106",593.133,599.877,6.74399999999991,"gesture"
"1168","Lips","D0106",599.877,602.228,2.351,"gesture"
"1169","Lips","D0106",602.228,605.079,2.851,"gesture"
"1170","Lips","D0106",616.311,617.987,1.67599999999993,"gesture"
"1171","Lips","D0106",617.987,620.11,2.12300000000005,"gesture"
"1172","Lips","D0106",622.002,627.943,5.94100000000003,"gesture"
"1173","Head","D0106",374.757,375.644,0.887,"gesture"
"1174","Head","D0106",381.306,382.277,0.971000000000004,"gesture"
"1175","Head","D0106",384.327,384.884,0.557000000000016,"gesture"
"1176","Head","D0106",388.27,389.811,1.541,"gesture"
"1177","Head","D0106",390.3,394.691,4.39099999999996,"gesture"
"1178","Head","D0106",395.683,398.122,2.43900000000002,"gesture"
"1179","Head","D0106",399.156,401.367,2.21100000000001,"gesture"
"1180","Head","D0106",403.769,406.77,3.00099999999998,"gesture"
"1181","Head","D0106",447.282,448.18,0.898000000000025,"gesture"
"1182","Head","D0106",450.357,453.148,2.791,"gesture"
"1183","Head","D0106",453.34,453.742,0.402000000000044,"gesture"
"1184","Head","D0106",464.212,464.801,0.588999999999999,"gesture"
"1185","Head","D0106",467.65,468.197,0.547000000000025,"gesture"
"1186","Head","D0106",525.228,526.277,1.04900000000009,"gesture"
"1187","Head","D0106",526.277,529.186,2.90899999999999,"gesture"
"1188","Head","D0106",547.947,548.88,0.932999999999993,"gesture"
"1189","Head","D0106",589.875,590.587,0.711999999999989,"gesture"
"1190","Head","D0106",599.231,599.669,0.437999999999988,"gesture"
"1191","Head","D0106",607.101,607.726,0.625,"gesture"
"1192","Head","D0106",610.028,611.407,1.37900000000002,"gesture"
"1193","Head","D0106",611.407,611.786,0.378999999999905,"gesture"
"1194","Head","D0106",616.325,617.021,0.695999999999913,"gesture"
"1195","Head","D0106",618.246,619.068,0.822000000000003,"gesture"
"1196","Head","D0106",620.131,622.495,2.36400000000003,"gesture"
"1197","Hands","D0106",386.712,388.177,1.46500000000003,"ps"
"1198","Hands","D0106",391.943,394.573,2.63,"ps"
"1199","Hands","D0106",397.02,398.485,1.46500000000003,"ps"
"1200","Hands","D0106",399.165,401.522,2.35699999999997,"gesture"
"1201","Hands","D0106",404.484,405.499,1.01500000000004,"gesture"
"1202","Hands","D0106",405.499,406.494,0.995000000000005,"gesture"
"1203","Hands","D0106",443.581,444.614,1.03299999999996,"ps"
"1204","Hands","D0106",452.065,453.264,1.19900000000001,"ps"
"1205","Hands","D0106",456.243,459.487,3.24400000000003,"ps"
"1206","Hands","D0106",521.129,522.061,0.932000000000016,"ps"
"1207","Hands","D0106",525.335,526.079,0.743999999999915,"ps"
"1208","Hands","D0106",528.495,530.249,1.75400000000002,"ps"
"1209","Hands","D0106",618.201,620.396,2.19499999999994,"gesture"
"1210","Body","D0106",377.009,378.398,1.38900000000001,"gesture"
"1211","Body","D0106",525.422,525.765,0.342999999999961,"gesture"
"1212","Body","D0106",526.54,529.165,2.625,"gesture"
"1213","Body","D0106",536.328,536.561,0.233000000000061,"gesture"
"1214","Body","D0106",539.825,540.16,0.334999999999923,"gesture"
"1215","Body","D0106",547.95,548.349,0.399000000000001,"gesture"
"1216","Body","D0106",607.187,607.806,0.619000000000028,"gesture"
"1217","Body","D0106",616.327,617.301,0.974000000000046,"gesture"
"1218","Body","D0106",618.167,620.066,1.899,"gesture"
"1219","Body","D0106",620.265,621.698,1.43299999999999,"gesture"
"1220","Legs","D0106",373.722,374.721,0.999000000000024,"gesture"
"1221","Legs","D0106",386.101,387.934,1.83300000000003,"gesture"
"1222","Legs","D0106",387.934,388.466,0.531999999999982,"gesture"
"1223","Legs","D0106",391.922,396.651,4.72899999999998,"gesture"
"1224","Legs","D0106",399.382,401.105,1.72300000000001,"gesture"
"1225","Legs","D0106",401.105,401.771,0.665999999999997,"gesture"
"1226","Legs","D0106",401.804,405.181,3.37700000000001,"gesture"
"1227","Legs","D0106",405.181,407.515,2.334,"gesture"
"1228","Legs","D0106",442.636,443.07,0.433999999999969,"gesture"
"1229","Legs","D0106",453.416,454.817,1.40100000000001,"ps"
"1230","Legs","D0106",456.686,457.085,0.399000000000001,"gesture"
"1231","Legs","D0106",457.085,458.948,1.863,"gesture"
"1232","Legs","D0106",473.335,473.83,0.495000000000005,"gesture"
"1233","Legs","D0106",517.253,525.915,8.66199999999992,"gesture"
"1234","Legs","D0106",526.547,526.96,0.413000000000011,"gesture"
"1235","Legs","D0106",528.499,536.333,7.83399999999995,"gesture"
"1236","Legs","D0106",549.226,551.007,1.78099999999995,"gesture"
"1237","Legs","D0106",592.356,593.082,0.725999999999999,"ps"
"1238","Legs","D0106",599.975,607.259,7.28399999999999,"gesture"
"1239","Legs","D0106",607.259,610.965,3.70600000000002,"gesture"
"1240","Legs","D0106",616.424,617.275,0.850999999999999,"ps"
"1241","Legs","D0106",617.807,618.321,0.51400000000001,"gesture"
"1242","Legs","D0106",618.687,619.204,0.516999999999939,"gesture"
"1243","Legs","D0106",619.204,623.992,4.78800000000001,"gesture"
"1244","Eyes","D0106",325.116,325.79,0.674000000000035,"op"
"1245","Eyes","D0106",326.278,329.88,3.60199999999998,"op"
"1246","Eyes","D0106",330.368,331.846,1.47800000000001,"op"
"1247","Eyes","D0106",332.153,337.065,4.91199999999998,"op"
"1248","Eyes","D0106",373.242,381.252,8.00999999999999,"op"
"1249","Eyes","D0106",382.761,383.95,1.18899999999996,"op"
"1250","Eyes","D0106",384.25,385.84,1.58999999999997,"op"
"1251","Eyes","D0106",386.648,387.813,1.16499999999996,"op"
"1252","Eyes","D0106",389.183,393.223,4.04000000000002,"op"
"1253","Eyes","D0106",393.432,393.866,0.433999999999969,"op"
"1254","Eyes","D0106",394.589,396.596,2.00700000000001,"op"
"1255","Eyes","D0106",396.895,399.324,2.42900000000003,"op "
"1256","Eyes","D0106",400.421,403.793,3.37200000000001,"op"
"1257","Eyes","D0106",406.176,406.975,0.799000000000035,"op"
"1258","Eyes","D0106",441.84,445.071,3.23100000000005,"op"
"1259","Eyes","D0106",445.627,450.333,4.70600000000002,"op"
"1260","Eyes","D0106",452.043,453.383,1.33999999999997,"op"
"1261","Eyes","D0106",453.849,456.213,2.36400000000003,"op"
"1262","Eyes","D0106",458.307,459.817,1.50999999999999,"op"
"1263","Eyes","D0106",462.204,470.381,8.17699999999996,"op"
"1264","Eyes","D0106",471.054,473.132,2.07800000000003,"op"
"1265","Eyes","D0106",518.341,518.908,0.567000000000007,"op"
"1266","Eyes","D0106",519.929,520.262,0.33299999999997,"op"
"1267","Eyes","D0106",521.127,524.849,3.72200000000009,"op"
"1268","Eyes","D0106",526.468,535.229,8.76100000000008,"op"
"1269","Eyes","D0106",535.921,540.073,4.15199999999993,"op"
"1270","Eyes","D0106",542.032,542.565,0.533000000000015,"op"
"1271","Eyes","D0106",543.72,544.415,0.694999999999936,"op"
"1272","Eyes","D0106",544.914,548.031,3.11699999999996,"op"
"1273","Eyes","D0106",548.56,550.216,1.65600000000006,"op"
"1274","Eyes","D0106",589.214,590.967,1.75299999999993,"op"
"1275","Eyes","D0106",591.565,597.383,5.81799999999998,"op"
"1276","Eyes","D0106",598.449,600.159,1.71000000000004,"op"
"1277","Eyes","D0106",601.399,602.36,0.961000000000013,"op"
"1278","Eyes","D0106",604.947,610.8,5.85299999999995,"op"
"1279","Eyes","D0106",611.611,613.485,1.87400000000002,"op"
"1280","Eyes","D0106",614.1,616.118,2.01800000000003,"op"
"1281","Eyes","D0106",616.55,620.044,3.49400000000003,"op"
"1282","Eyes","D0106",621.129,623.316,2.18700000000001,"op"
"1283","EyesOp","D0106",335.317,336.868,1.55099999999999,"op"
"1284","EyesOp","D0106",373.539,379.292,5.75299999999999,"op"
"1285","EyesOp","D0106",380.582,383.476,2.89400000000001,"op"
"1286","EyesOp","D0106",387.94,390.806,2.86599999999999,"op"
